Size,Standard Multiplication,Multithraed Multiplication,Strassen Multiplication,
557,430064,109335,143672,
558,432647,110271,138422,
559,433155,111652,123444,
560,434927,111702,136220,
561,437176,112112,141964,
562,442580,113409,133916,
563,444369,113035,143358,
564,446703,113952,127528,
565,448625,114929,127300,
566,450632,115355,136425,
567,452418,115715,141508,
568,457330,116884,134395,
569,457057,117324,143290,
570,457693,117034,133555,
571,459842,117228,141254,
572,464927,119427,134392,
573,466330,119925,145366,
574,470616,119631,133933,
575,473877,120609,141226,
576,474478,122212,126223,
577,479140,122353,147248,
578,478671,123537,145258,
579,483381,124069,142914,
580,486534,124908,146030,
581,488173,126848,142079,
582,490483,125392,142252,
583,492899,126221,150458,
584,493163,126516,145442,
585,498045,127091,146601,
586,500921,128270,147452,
587,501962,128922,146732,
588,506912,129985,145152,
589,511044,130406,146994,
590,510520,130153,146561,
591,512684,131643,149484,
592,516100,132695,142293,
593,514349,132296,157717,
594,519952,133111,157963,
595,520516,132858,157764,
596,523575,136071,156503,
597,526453,135340,158809,
598,532538,136693,159944,
599,536240,137494,158829,
600,535095,137663,156549,
601,538915,138036,159291,
602,542234,139288,159990,
603,542741,140456,162487,
604,547524,140279,160127,
605,551119,141364,155799,
606,552307,141318,156882,
607,555738,141747,159278,
608,558565,142486,157648,
609,559702,143827,158280,
610,562200,144742,156843,
611,566737,145098,156181,
612,572501,146571,155484,
613,575796,147352,155885,
614,575075,148680,154286,
615,579285,149154,156476,
616,583422,149466,154631,
617,586486,150424,157820,
618,587694,150738,156208,
619,589472,152232,156787,
620,594930,152286,156738,
621,595628,152993,157562,
622,599568,154184,158309,
623,603437,154022,162357,
624,608294,155827,153414,
625,609676,156042,169603,
626,610008,156099,173795,
627,612623,157506,166309,
628,618687,158404,171532,
629,621119,158735,171402,
630,621625,159643,171000,
631,626443,160489,168326,
632,629263,160883,168197,
633,630647,162172,166648,
634,632820,162080,170813,
635,638582,163718,169807,
636,639901,163848,167196,
637,640939,164937,170440,
638,646292,166608,172261,
639,650636,166216,167802,
640,648239,167415,166812,
641,655287,168307,189177,
642,657239,169261,188693,
643,660624,168767,187847,
644,663205,170921,190385,
645,668016,171626,186727,
646,672275,171927,187817,
647,673061,172907,183013,
648,677520,174324,188701,
649,684252,175376,189183,
650,680898,174768,186351,
651,686905,177116,190198,
652,688476,177352,183861,
653,690401,178655,190372,
654,697377,179280,185177,
655,699630,180325,185642,
656,700171,180596,182290,
657,705629,181069,204761,
658,708738,183132,198507,
659,709196,183131,203625,
660,717270,184166,196454,
661,719041,185750,204826,
662,721971,186804,198921,
663,725767,186720,206590,
664,725070,187664,197615,
665,729622,187884,196760,
666,733278,188588,197135,
667,738285,190624,197051,
668,739574,191437,196624,
669,771728,198535,196929,
670,746984,192283,203053,
671,751264,193257,203559,
672,751906,194373,201314,
673,758295,194484,186808,
674,765294,195329,185244,
675,766998,197545,188166,
676,768819,198571,184073,
677,771767,200145,184273,
678,777609,199733,186111,
679,777150,200963,185537,
680,784091,202113,183952,
681,789533,263263,188645,
682,790700,204407,183282,
683,793531,204353,184033,
684,797614,205278,185420,
685,800060,205430,186619,
686,805058,206833,184349,
687,808426,207384,183995,
688,811441,208404,183451,
689,816306,209512,194971,
690,819987,210070,195988,
691,819131,210459,195562,
692,824774,212213,190266,
693,826775,212488,190528,
694,832614,216259,194188,
695,834887,216197,194630,
696,838498,216132,193825,
697,841115,216586,195845,
698,843961,218681,197366,
699,879328,225349,196377,
700,855852,220078,193558,
701,856019,220271,197199,
702,860199,222660,197250,
703,862992,225426,195024,
704,869486,224003,194160,
705,872014,223828,216669,
706,874519,225664,217271,
707,878515,226631,217440,
708,884111,227613,215125,
709,887038,228320,214928,
710,890026,228407,217798,
711,893475,229605,215678,
712,917049,236183,216268,
713,901875,231941,217628,
714,904962,232435,214856,
715,908785,233581,218275,
716,908388,234416,215832,
717,914112,236033,214070,
718,923992,237623,215587,
719,924728,237568,214055,
720,926049,239647,214278,
721,932781,239251,225454,
722,935376,241539,219274,
723,938206,244500,226509,
724,943297,242853,220304,
725,949061,243714,226010,
726,947612,243846,221040,
727,955429,246457,219790,
728,958989,249006,225685,
729,965148,248202,223764,
730,967241,249239,220251,
731,972231,250610,223226,
732,976374,251755,229213,
733,978666,251498,220505,
734,983355,254403,229144,
735,985249,253226,221421,
736,990375,255797,220734,
737,1.00039e+06,256886,232094,
738,994698,257460,234851,
739,1.00737e+06,258550,232125,
740,1.00886e+06,260253,235048,
741,1.0108e+06,261019,234975,
742,1.01827e+06,264905,244709,
743,1.02282e+06,263291,230679,
744,1.02391e+06,264081,230919,
745,1.02988e+06,265638,239229,
746,1.03881e+06,266525,229878,
747,1.06801e+06,266261,233518,
748,1.04167e+06,269091,232140,
749,1.04828e+06,269827,234150,
750,1.04926e+06,272988,230115,
751,1.05637e+06,272432,229600,
752,1.05776e+06,272565,234077,
753,1.06378e+06,274021,243905,
754,1.07114e+06,274891,248420,
755,1.06863e+06,276250,249002,
756,1.07507e+06,277661,245285,
757,1.07604e+06,277860,239286,
758,1.08389e+06,278926,240174,
759,1.08921e+06,279106,241385,
760,1.1063e+06,282205,238032,
761,1.09622e+06,284436,240923,
762,1.09645e+06,283185,239604,
763,1.15029e+06,297676,239899,
764,1.11274e+06,286457,239491,
765,1.11382e+06,287063,241019,
766,1.12046e+06,287911,237935,
767,1.12652e+06,289270,242150,
768,1.12672e+06,290355,238503,
769,1.13412e+06,292622,265629,
770,1.15217e+06,296800,261291,
771,1.13953e+06,293920,267345,
772,1.30433e+06,337740,269525,
773,1.15172e+06,296338,265838,
774,1.14696e+06,296186,264063,
775,1.1559e+06,297455,265075,
776,1.16538e+06,300530,268055,
777,1.16609e+06,301360,267373,
778,1.17472e+06,302878,269557,
779,1.17546e+06,305121,265500,
780,1.23439e+06,318576,264963,
781,1.19011e+06,305566,274719,
782,1.19026e+06,306663,266743,
783,1.19694e+06,309072,265755,
784,1.19702e+06,309283,265402,
785,1.19923e+06,311116,273407,
786,1.22044e+06,313048,274211,
787,1.21613e+06,312777,273532,
788,1.22418e+06,316354,277012,
789,1.26172e+06,317649,271564,
790,1.22769e+06,317935,272507,
791,1.23492e+06,317051,273924,
792,1.24333e+06,319972,275618,
793,1.24229e+06,319767,276995,
794,1.25239e+06,319686,269490,
795,1.25206e+06,322464,272972,
796,1.25561e+06,324165,273964,
797,1.25478e+06,324312,276610,
798,1.27906e+06,329143,273455,
799,1.26873e+06,327625,271004,
800,1.27813e+06,329291,273162,
801,1.2791e+06,328452,282512,
802,1.28742e+06,331897,282598,
803,1.31162e+06,336688,283196,
804,1.33147e+06,342485,282470,
805,1.2975e+06,335639,281889,
806,1.31494e+06,338674,281168,
807,1.31161e+06,337342,279691,
808,1.50304e+06,386280,281562,
809,1.32272e+06,342444,283907,
810,1.32988e+06,342568,282544,
811,1.33228e+06,341754,284899,
812,1.33369e+06,344614,280165,
813,1.39207e+06,357391,295057,
814,1.40998e+06,360691,284718,
815,1.42794e+06,362472,281717,
816,1.36336e+06,349824,281765,
817,1.36687e+06,352829,294226,
818,1.36988e+06,352149,296538,
819,1.39695e+06,361932,291162,
820,1.72993e+06,447573,295108,
821,1.40622e+06,361393,290425,
822,1.41442e+06,365706,294078,
823,1.40967e+06,362562,292503,
824,1.39869e+06,361982,293614,
825,1.39997e+06,360818,291032,
826,1.40814e+06,362383,295454,
827,1.41238e+06,368175,295574,
828,1.4416e+06,372038,295868,
829,1.51822e+06,389379,290929,
830,1.49502e+06,373720,298700,
831,1.43877e+06,372203,292476,
832,1.51939e+06,390864,294065,
833,1.63358e+06,421884,322504,
834,1.45314e+06,372907,321186,
835,1.45449e+06,374232,320900,
836,1.46904e+06,377190,319677,
837,1.46068e+06,377874,319373,
838,1.46677e+06,380582,321793,
839,1.72722e+06,443794,324025,
840,1.88921e+06,488549,319671,
841,1.49056e+06,383900,320243,
842,1.49623e+06,384730,320694,
843,1.50208e+06,387072,320080,
844,1.49721e+06,387288,322229,
845,1.61836e+06,416141,321435,
846,1.56391e+06,396189,320029,
847,1.52241e+06,390762,316792,
848,1.52517e+06,392892,317410,
849,1.53136e+06,393998,328750,
850,1.70614e+06,439683,350820,
851,1.74205e+06,403232,336064,
852,1.67223e+06,410523,455614,
853,1.7507e+06,463172,368991,
854,1.61955e+06,
