Size,Standard Multiplication,OpenMP Multiplication,Strassen Multiplication,
10,10047,2.881,
11,21.766,3.2,
12,49.934,4.161,
13,1419.28,4.801,
14,4.482,6.082,
15,11.844,7.683,
16,8.002,8.963,
17,7.362,10.563,
18,7.042,12.484,
19,6.722,16.004,
20,8.962,18.245,
21,9.923,21.766,
22,8.642,24.007,
23,620.335,27.207,
24,196.215,30.728,
25,191.734,34.249,
26,210.299,38.731,
27,169.647,43.212,
28,27.848,48.013,
29,204.218,53.135,
30,187.572,59.536,
31,37.45,64.338,
32,191.734,70.099,
33,177.97,267.916,
34,191.414,224.063,
35,188.213,230.465,
36,176.37,2025.53,
37,186.292,271.757,
38,178.61,246.149,
39,176.369,255.112,
40,164.846,288.721,
41,174.129,249.35,
42,182.131,260.233,
43,166.447,295.123,
44,180.21,258.313,
45,175.09,269.836,
46,174.769,306.646,
47,173.809,1116.47,
48,200.696,278.798,
49,175.41,287.121,
50,193.655,173.489,
51,178.61,191.414,
52,191.734,343.456,
53,184.371,303.125,
54,184.692,307.287,
55,178.29,601.129,
56,200.696,313.048,
57,942.025,253.831,
58,223.743,380.267,
59,190.134,332.893,
60,206.458,341.536,
61,204.538,396.592,
62,211.899,357.22,
63,211.58,365.222,
64,202.937,482.056,
65,212.86,501.581,
66,233.986,498.701,
67,2067.46,591.527,
68,191.414,436.282,
69,258.313,588.645,
70,208.378,568.16,
71,232.066,441.084,
72,201.016,527.188,
73,236.867,604.33,
74,267.915,552.155,
75,251.27,582.244,
76,895.291,610.732,
77,259.273,610.732,
78,283.28,626.096,
79,267.595,706.759,
80,272.717,612.973,
81,303.446,840.557,
82,598.249,766.296,
83,307.607,725.644,
84,339.935,727.245,
85,335.774,765.016,
86,341.216,683.712,
87,376.106,721.803,
88,360.421,770.137,
89,382.187,2510.79,
90,1172.81,800.226,
91,399.152,862.322,
92,412.916,792.223,
93,446.846,821.351,
94,472.773,899.453,
95,456.129,865.204,
96,491.018,847.919,
97,525.588,966.672,
98,505.742,903.614,
99,545.114,964.111,
100,659.386,990.038,
101,558.878,969.553,
102,593.447,1023.97,
103,582.244,1079.66,
104,594.087,990.359,
105,625.456,1125.44,
106,638.899,1103.35,
107,705.478,2973,
108,667.388,1070.7,
109,692.355,2970.44,
110,1382.79,1715.04,
111,1447.77,1882.45,
112,1475.3,1869.33,
113,3290.21,1712.8,
114,798.305,2467.89,
115,808.868,1324.85,
116,3120.56,14002,
117,1683.35,1368.39,
118,877.687,1625.1,
119,893.371,1333.81,
120,933.703,1311.73,
121,941.065,1956.39,
122,964.751,1400.39,
123,1065.58,1531.31,
124,1056.62,1516.59,
125,1115.83,1571.96,
126,1324.21,1563.32,
127,1078.06,2239.99,
128,1096.95,2125.08,
129,1144.64,2725.89,
130,1163.85,2453.17,
131,1192.98,2519.11,
132,1213.46,2427.56,
133,1600.45,2647.47,
134,1275.24,2397.48,
135,1300.85,2581.21,
136,1642.38,2493.5,
137,1361.02,2835.68,
138,1400.71,2596.89,
139,1988.72,2790.23,
140,1446.81,2491.26,
141,1499.94,3088.55,
