Size,Standard Multiplication,Multithraed Multiplication,Strassen Multiplication,
902,1.88813e+06,485205,381956,
903,2.28792e+06,579623,383130,
904,1.87084e+06,476591,381638,
905,2.21484e+06,564028,385072,
906,2.32532e+06,590596,381887,
907,1.8859e+06,479265,383546,
908,2.56639e+06,658931,382804,
909,2.41281e+06,616193,382829,
910,2.55411e+06,648787,380799,
911,2.54556e+06,646203,381271,
912,2.47471e+06,629673,381483,
913,2.76134e+06,725605,399507,
914,2.08783e+06,532998,398353,
915,3.2447e+06,829845,396006,
916,2.90351e+06,740390,400494,
917,1.96844e+06,498661,395906,
918,1.96306e+06,505608,398943,
919,2.05493e+06,527138,398958,
920,2.30915e+06,587083,396171,
921,2.78128e+06,709874,398242,
922,3.22883e+06,821586,399274,
923,2.87303e+06,742201,399211,
924,2.054e+06,513585,398270,
925,2.66171e+06,674712,398551,
926,2.13059e+06,543289,399879,
927,2.86741e+06,737723,399189,
928,2.07403e+06,529461,396884,
929,2.14944e+06,539189,408520,
930,2.71765e+06,694439,407303,
931,2.84927e+06,709661,410074,
932,2.56273e+06,651030,406020,
933,3.23282e+06,822163,407098,
934,2.22313e+06,557674,407902,
935,3.51314e+06,895089,407988,
936,3.31906e+06,847730,407013,
937,3.0858e+06,784544,408338,
938,2.56697e+06,646259,405908,
939,2.30363e+06,574984,408381,
940,2.34014e+06,586099,406505,
941,3.12394e+06,785396,407077,
942,2.74726e+06,700142,406654,
943,4.16826e+06,1.05533e+06,408181,
944,4.02248e+06,1.016e+06,404257,
945,3.21055e+06,806352,421735,
946,2.91086e+06,728476,420257,
947,2.82518e+06,705938,420586,
948,2.60566e+06,652144,430406,
949,4.04746e+06,1.02873e+06,419206,
950,2.58496e+06,647419,421042,
951,2.60279e+06,650634,419442,
952,2.75819e+06,699848,418682,
953,3.42162e+06,874148,418364,
954,2.8403e+06,719847,419210,
955,3.83972e+06,969358,425439,
956,3.21924e+06,792931,422335,
957,2.97575e+06,750267,420514,
958,2.83275e+06,717763,420178,
959,3.19164e+06,792426,419307,
960,3.48868e+06,874879,418640,
961,2.8357e+06,713861,453835,
962,3.91343e+06,978019,459251,
963,3.55017e+06,902534,456474,
964,3.34532e+06,838187,453936,
965,3.99969e+06,990653,454792,
966,3.43323e+06,869168,456827,
967,3.41523e+06,862812,455083,
968,2.99235e+06,744734,457306,
969,3.19414e+06,797404,453045,
970,4.00892e+06,982960,455051,
971,3.30204e+06,829059,454778,
972,3.42805e+06,872162,458134,
973,4.25664e+06,1.07434e+06,457199,
974,3.34164e+06,842206,455082,
975,3.1806e+06,788892,456043,
976,3.23471e+06,812650,452834,
977,3.54523e+06,886342,473486,
978,4.87327e+06,1.2355e+06,473051,
979,2.98556e+06,716768,471290,
980,4.29237e+06,1.0904e+06,471173,
981,4.20574e+06,1.05974e+06,475845,
982,3.99478e+06,1.00565e+06,473615,
983,3.77755e+06,941051,474231,
984,4.53686e+06,1.14824e+06,473799,
985,3.74611e+06,940795,473572,
986,4.2234e+06,1.06537e+06,473834,
987,3.65791e+06,924607,476022,
988,5.12726e+06,1.28575e+06,475753,
989,4.93231e+06,1.20776e+06,474153,
990,4.81105e+06,1.21159e+06,485148,
991,4.73403e+06,1.20579e+06,475423,
992,4.2267e+06,1.05746e+06,471960,
993,3.79583e+06,915415,488614,
994,4.05711e+06,1.02243e+06,488889,
995,4.94378e+06,1.24382e+06,498065,
996,4.88921e+06,1.15717e+06,488013,
997,4.39765e+06,1.10346e+06,487966,
998,5.39636e+06,1.35609e+06,491947,
999,4.71959e+06,1.18828e+06,491245,
1000,5.28527e+06,1.29774e+06,488738,
1001,4.77162e+06,1.14567e+06,490553,
1002,4.79645e+06,1.1619e+06,490813,
1003,5.26728e+06,1.32164e+06,490329,
1004,5.23709e+06,1.31669e+06,488824,
1005,4.73501e+06,1.15438e+06,489214,
1006,4.95035e+06,1.24916e+06,487791,
1007,5.79442e+06,1.4627e+06,489833,
1008,4.95157e+06,1.22754e+06,493058,
1009,5.39031e+06,1.3393e+06,720775,
1010,5.60325e+06,1.41356e+06,725192,
1011,4.56225e+06,1.14207e+06,724994,
1012,4.67792e+06,1.17115e+06,720897,
1013,4.58982e+06,1.14879e+06,723360,
1014,5.30483e+06,1.32309e+06,718509,
1015,4.7848e+06,1.20489e+06,721557,
1016,4.86525e+06,1.21088e+06,727827,
1017,5.69441e+06,1.40021e+06,726422,
1018,5.33293e+06,1.30636e+06,720909,
1019,5.66844e+06,1.30541e+06,721486,
1020,4.58552e+06,1.14189e+06,725925,
1021,6.02758e+06,1.51873e+06,720507,
1022,5.62346e+06,1.40498e+06,718605,
1023,4.68495e+06,1.16919e+06,720787,
1024,4.77671e+06,1.19993e+06,719377,
1025,5.372e+06,1.35671e+06,784126,
1026,6.13159e+06,1.5492e+06,784863,
1027,4.84354e+06,1.2742e+06,784782,
1028,5.12593e+06,1.29905e+06,784850,
1029,4.65352e+06,1.17657e+06,795564,
1030,5.37418e+06,1.30302e+06,783772,
1031,5.52916e+06,1.28768e+06,783033,
1032,5.13788e+06,1.28892e+06,791240,
1033,5.17865e+06,1.30972e+06,787213,
1034,5.00542e+06,1.24544e+06,782707,
1035,5.59965e+06,1.33351e+06,788817,
1036,5.57284e+06,1.39863e+06,788871,
1037,5.40521e+06,1.35704e+06,799046,
1038,5.53336e+06,1.32079e+06,779605,
1039,6.06163e+06,1.47583e+06,786909,
1040,5.40321e+06,1.34772e+06,800317,
1041,5.64873e+06,1.33799e+06,785260,
1042,5.35858e+06,1.3262e+06,784064,
1043,5.06607e+06,1.26595e+06,781897,
1044,5.30733e+06,1.33469e+06,791538,
1045,6.30317e+06,1.47539e+06,801498,
1046,5.50165e+06,1.32945e+06,782797,
1047,5.67906e+06,1.31103e+06,785150,
1048,5.38613e+06,1.31226e+06,783873,
1049,6.00513e+06,1.50091e+06,792731,
1050,6.05385e+06,1.41271e+06,782247,
1051,5.60356e+06,1.40771e+06,792621,
1052,5.71603e+06,1.43785e+06,790911,
1053,6.23228e+06,1.54487e+06,802825,
1054,5.89526e+06,1.49183e+06,783647,
1055,6.01545e+06,1.45311e+06,792507,
1056,6.43209e+06,1.46537e+06,787001,
1057,5.6539e+06,1.41446e+06,851281,
1058,6.46505e+06,1.48373e+06,833581,
1059,6.53306e+06,1.63819e+06,839646,
1060,5.92306e+06,1.48455e+06,850073,
1061,5.58928e+06,1.40095e+06,836832,
1062,6.00844e+06,1.51431e+06,836194,
1063,6.00444e+06,1.49684e+06,831551,
1064,5.90118e+06,1.47301e+06,841758,
1065,6.18367e+06,1.5482e+06,841832,
1066,6.47901e+06,1.63225e+06,832328,
1067,6.29086e+06,1.5857e+06,851740,
1068,6.09839e+06,1.53133e+06,837473,
1069,6.2214e+06,1.55964e+06,842272,
1070,6.84858e+06,1.55698e+06,845448,
1071,6.40719e+06,1.60628e+06,832919,
1072,7.28913e+06,1.68702e+06,846157,
1073,6.59941e+06,1.5238e+06,848516,
1074,6.96231e+06,1.60639e+06,836692,
1075,6.22719e+06,1.56586e+06,849168,
1076,7.04361e+06,1.62135e+06,840408,
1077,6.93576e+06,1.63138e+06,836657,
1078,6.69977e+06,1.68508e+06,843511,
1079,6.7565e+06,1.7016e+06,842228,
1080,6.61644e+06,1.66973e+06,843808,
1081,6.29e+06,1.55768e+06,843071,
1082,6.55322e+06,1.63936e+06,849319,
1083,7.35029e+06,1.65723e+06,875913,
1084,6.73255e+06,1.66257e+06,842399,
1085,7.41071e+06,1.67777e+06,842952,
1086,6.88226e+06,1.59343e+06,839944,
1087,6.39648e+06,1.60271e+06,833863,
1088,6.43567e+06,1.61812e+06,831943,
1089,6.35084e+06,1.60249e+06,908536,
1090,6.80367e+06,1.70608e+06,912191,
1091,7.797e+06,1.7577e+06,905104,
1092,6.7555e+06,1.69203e+06,907012,
1093,7.18507e+06,1.80417e+06,910096,
1094,8.13822e+06,1.86318e+06,907381,
1095,7.26097e+06,1.83924e+06,904939,
1096,7.60639e+06,1.90761e+06,911911,
1097,7.54621e+06,1.88913e+06,919222,
1098,6.91968e+06,1.74301e+06,902381,
1099,7.87549e+06,2.18486e+06,922922,
1100,7.09749e+06,1.7757e+06,903044,
1101,7.18779e+06,1.81407e+06,878841,
1102,7.50531e+06,1.88351e+06,889684,
1103,8.43072e+06,1.80067e+06,894161,
1104,7.69872e+06,1.87537e+06,891010,
1105,7.19883e+06,1.80624e+06,879912,
1106,7.03223e+06,1.76518e+06,892150,
1107,7.35899e+06,1.78107e+06,886550,
1108,7.72006e+06,1.93667e+06,901122,
1109,7.15184e+06,1.79296e+06,888885,
1110,7.24496e+06,1.82647e+06,882580,
1111,7.76031e+06,1.93245e+06,883956,
1112,7.65206e+06,1.92222e+06,888643,
1113,7.64503e+06,1.92196e+06,897847,
1114,7.43057e+06,1.83244e+06,868720,
1115,7.89162e+06,1.99245e+06,910271,
1116,7.49063e+06,1.88986e+06,845798,
1117,7.44802e+06,1.87495e+06,861312,
1118,7.62143e+06,1.91326e+06,889898,
1119,8.07e+06,1.90644e+06,922876,
1120,7.69433e+06,1.9215e+06,914087,
1121,7.72713e+06,1.94968e+06,962379,
1122,7.71744e+06,1.92773e+06,898272,
1123,7.83978e+06,1.97489e+06,972574,
1124,7.94871e+06,1.99162e+06,981007,
1125,8.04059e+06,2.01016e+06,969791,
1126,7.74258e+06,1.93684e+06,985170,
1127,8.09261e+06,2.01418e+06,972137,
1128,8.05504e+06,2.02433e+06,975265,
1129,8.32095e+06,1.9832e+06,969969,
1130,8.43984e+06,2.07938e+06,983363,
1131,7.95205e+06,1.9741e+06,962259,
1132,8.17233e+06,2.03535e+06,984997,
1133,8.20676e+06,2.06646e+06,967515,
1134,8.53537e+06,2.14752e+06,974067,
1135,8.00425e+06,1.99915e+06,930630,
1136,8.35317e+06,2.08831e+06,894027,
1137,8.51339e+06,2.11717e+06,871976,
1138,8.55284e+06,2.15539e+06,904392,
1139,8.47105e+06,2.12548e+06,871777,
1140,8.34705e+06,2.10155e+06,890974,
1141,8.42483e+06,2.11988e+06,880414,
1142,8.6274e+06,2.14535e+06,905933,
1143,8.49003e+06,2.13359e+06,971216,
1144,8.70839e+06,2.1833e+06,961699,
1145,8.59209e+06,2.16655e+06,979466,
1146,8.75665e+06,2.17631e+06,968584,
1147,8.92538e+06,2.24877e+06,866175,
1148,8.52129e+06,2.13579e+06,868228,
1149,8.76317e+06,2.21493e+06,944994,
1150,8.7445e+06,2.19609e+06,946765,
1151,8.76439e+06,2.19901e+06,870970,
1152,8.85077e+06,2.12484e+06,976197,
1153,8.54969e+06,2.1536e+06,1.07769e+06,
1154,8.51192e+06,2.12928e+06,968290,
1155,8.74833e+06,2.21429e+06,1.02717e+06,
1156,8.8862e+06,2.23343e+06,1.00903e+06,
1157,9.21406e+06,2.29541e+06,1.00062e+06,
1158,8.87575e+06,2.2381e+06,969563,
1159,9.19983e+06,2.32694e+06,1.02109e+06,
1160,8.59794e+06,2.15891e+06,1.01555e+06,
1161,9.0176e+06,2.27637e+06,1.00425e+06,
1162,9.08802e+06,2.28779e+06,969164,
1163,8.99412e+06,2.27673e+06,1.02039e+06,
1164,9.44933e+06,2.37257e+06,1.01123e+06,
1165,9.34472e+06,2.3562e+06,949056,
1166,9.27707e+06,2.31514e+06,1.06622e+06,
1167,9.53925e+06,2.41632e+06,1.04671e+06,
1168,9.429e+06,2.37433e+06,1.06299e+06,
1169,9.43309e+06,2.37718e+06,983843,
1170,9.51905e+06,2.40458e+06,1.03037e+06,
1171,9.32631e+06,2.3543e+06,1.06597e+06,
1172,9.5214e+06,2.40527e+06,957815,
1173,9.45996e+06,2.38244e+06,942429,
1174,9.48199e+06,2.39281e+06,996030,
1175,9.08379e+06,2.26733e+06,966772,
1176,9.60411e+06,2.42307e+06,1.00643e+06,
1177,9.68673e+06,2.39452e+06,1.02533e+06,
1178,9.90429e+06,2.49242e+06,1.05598e+06,
1179,9.53593e+06,2.41632e+06,1.23992e+06,
1180,9.66856e+06,2.41278e+06,1.02889e+06,
1181,9.83527e+06,2.48324e+06,1.05372e+06,
1182,1.02729e+07,2.5323e+06,1.0635e+06,
1183,9.71715e+06,2.41988e+06,996847,
1184,9.85601e+06,2.4859e+06,991933,
1185,1.01457e+07,2.54334e+06,1.0663e+06,
1186,1.01918e+07,2.55895e+06,1.06095e+06,
1187,9.90158e+06,2.4816e+06,1.06418e+06,
1188,9.75818e+06,2.46071e+06,1.08933e+06,
1189,1.03876e+07,2.57928e+06,1.05787e+06,
1190,1.01963e+07,2.5845e+06,1.06445e+06,
1191,9.95244e+06,2.47176e+06,1.0669e+06,
1192,1.04417e+07,2.63982e+06,1.06094e+06,
1193,1.03636e+07,2.60672e+06,1.06414e+06,
1194,1.03722e+07,2.61965e+06,1.06536e+06,
1195,1.05894e+07,2.6166e+06,1.05926e+06,
1196,1.02823e+07,2.60101e+06,1.0647e+06,
1197,1.04951e+07,2.64861e+06,1.06898e+06,
1198,1.01932e+07,2.57066e+06,1.05871e+06,
1199,1.05862e+07,2.66977e+06,1.06108e+06,
1200,1.04589e+07,2.64154e+06,1.06597e+06,
1201,1.06327e+07,2.63815e+06,1.05998e+06,
1202,1.03238e+07,2.60622e+06,1.06449e+06,
1203,1.06027e+07,2.68743e+06,1.06688e+06,
1204,1.04982e+07,2.65264e+06,1.05989e+06,
1205,1.06112e+07,2.68506e+06,1.06631e+06,
1206,1.05969e+07,2.68198e+06,1.06641e+06,
1207,1.1115e+07,2.81322e+06,1.06486e+06,
1208,1.06996e+07,2.66803e+06,1.07028e+06,
1209,1.05955e+07,2.65528e+06,1.06811e+06,
1210,1.06152e+07,2.67294e+06,1.06021e+06,
1211,1.07371e+07,2.70097e+06,1.0639e+06,
1212,1.09972e+07,2.74433e+06,1.06115e+06,
1213,1.11829e+07,2.82268e+06,1.05985e+06,
1214,1.11147e+07,2.80675e+06,1.06389e+06,
1215,1.12816e+07,2.85537e+06,1.06223e+06,
1216,1.11825e+07,2.82145e+06,1.06771e+06,
1217,1.12998e+07,2.86728e+06,1.04757e+06,
1218,1.16217e+07,2.92582e+06,1.05203e+06,
1219,1.16322e+07,2.9321e+06,1.05264e+06,
1220,1.16929e+07,2.89056e+06,1.04998e+06,
1221,1.14273e+07,2.88397e+06,1.04965e+06,
1222,1.15708e+07,2.91333e+06,1.04644e+06,
1223,1.1712e+07,2.96511e+06,1.04658e+06,
1224,1.16546e+07,2.93427e+06,1.04986e+06,
1225,1.14198e+07,2.88769e+06,1.0453e+06,
1226,1.16506e+07,2.95356e+06,1.04933e+06,
1227,1.1594e+07,2.92722e+06,1.04662e+06,
1228,1.13417e+07,2.86553e+06,1.05358e+06,
1229,1.19224e+07,3.01476e+06,1.08435e+06,
1230,1.19628e+07,2.99832e+06,1.04908e+06,
1231,1.18962e+07,2.99456e+06,1.05023e+06,
1232,1.16859e+07,2.95071e+06,1.04623e+06,
1233,1.18506e+07,2.98993e+06,1.04627e+06,
1234,1.15869e+07,2.9362e+06,1.0472e+06,
1235,1.18951e+07,2.99927e+06,1.02544e+06,
1236,1.12853e+07,2.84361e+06,1.10651e+06,
1237,1.16792e+07,2.93918e+06,1.10905e+06,
1238,1.20339e+07,3.04917e+06,1.10237e+06,
1239,1.20567e+07,3.03977e+06,1.04557e+06,
1240,1.2179e+07,3.07593e+06,1.05021e+06,
1241,1.19716e+07,3.19566e+06,1.11134e+06,
1242,1.00584e+08,3.12151e+06,1.09097e+06,
1243,
